,Name,Department,EOW,Cause of Death,Date,Year,Canine,Department Name,State
182,Private William McKay,"Texas Rangers, TX","Wednesday, November 16, 1859",Gunfire,1859-11-16,1859,False,Texas Rangers, TX
183,Private Nicholas R. Milett,"Texas Rangers, TX","Wednesday, November 16, 1859",Gunfire,1859-11-16,1859,False,Texas Rangers, TX
184,Private David Herman,"Texas Rangers, TX","Wednesday, December 14, 1859",Gunfire,1859-12-14,1859,False,Texas Rangers, TX
185,Patrolman John Steward,"New York Metropolitan Police Force, NY","Tuesday, December 20, 1859",Structure collapse,1859-12-20,1859,False,New York Metropolitan Police Force, NY
186,Private Fountain B. Woodruff,"Texas Rangers, TX","Saturday, February 4, 1860",Gunfire,1860-02-04,1860,False,Texas Rangers, TX
187,Sheriff Thomas S. Milligan,"Mason County Sheriff's Department, TX","Sunday, February 19, 1860",Assault,1860-02-19,1860,False,Mason County Sheriff's Department, TX
188,Officer C. Edward Foley,"Houston Police Department, TX","Saturday, March 10, 1860",Gunfire,1860-03-10,1860,False,Houston Police Department, TX
189,Deputy U.S. Marshal Leonard Armes,"United States Department of Justice - United States Marshals Service, US","Friday, April 20, 1860",Gunfire,1860-04-20,1860,False,United States Department of Justice - United States Marshals Service, US
190,Patrolman W. Stith Tucker,"Memphis Police Department, TN","Saturday, May 5, 1860",Stabbed,1860-05-05,1860,False,Memphis Police Department, TN
191,Police Officer Levi Washington Davis,"Springville Police Department, UT","Monday, May 7, 1860",Gunfire,1860-05-07,1860,False,Springville Police Department, UT
192,Patrol Officer William Loughrey,"Cambridge Police Department, MA","Tuesday, June 26, 1860",Stabbed,1860-06-26,1860,False,Cambridge Police Department, MA
193,Deputy Sheriff Thomas Shain,"Collin County Sheriff's Office, TX","Monday, July 2, 1860",Gunfire,1860-07-02,1860,False,Collin County Sheriff's Office, TX
194,Constable Miles Huntsman,"Amador County Constable's Office, CA","Thursday, July 26, 1860",Gunfire,1860-07-26,1860,False,Amador County Constable's Office, CA
195,Deputy Thomas Nolan,"Nueces County Sheriff's Office, TX","Wednesday, August 15, 1860",Gunfire,1860-08-15,1860,False,Nueces County Sheriff's Office, TX
196,Officer Claborne Long,"Cincinnati Police Department, OH","Wednesday, January 9, 1861",Stabbed,1861-01-09,1861,False,Cincinnati Police Department, OH
197,Officer Daniel Hallam,"Cincinnati Police Department, OH","Thursday, January 10, 1861",Stabbed,1861-01-10,1861,False,Cincinnati Police Department, OH
198,Sheriff Jesse Sut Harris,"Brown County Sheriff's Department, TX","Thursday, June 6, 1861",Gunfire,1861-06-06,1861,False,Brown County Sheriff's Department, TX
199,Officer Patrick Nuttle,"Cincinnati Police Department, OH","Tuesday, June 11, 1861",Stabbed,1861-06-11,1861,False,Cincinnati Police Department, OH
200,Policeman Nehum M. Pratte,"St. Louis Metropolitan Police Department, MO","Monday, June 17, 1861",Gunfire,1861-06-17,1861,False,St. Louis Metropolitan Police Department, MO
201,Keeper Augustus T. Wright,"New York State Department of Correctional Services, NY","Thursday, July 11, 1861",Assault,1861-07-11,1861,False,New York State Department of Correctional Services, NY
202,Patrolman David Martin,"New York Metropolitan Police Force, NY","Tuesday, August 6, 1861",Stabbed,1861-08-06,1861,False,New York Metropolitan Police Force, NY
203,Sheriff John B. York,"Tarrant County Sheriff's Department, TX","Saturday, August 24, 1861",Stabbed,1861-08-24,1861,False,Tarrant County Sheriff's Department, TX
204,Sheriff John L. Blackburn,"Carson County Sheriff's Office, NV","Thursday, November 28, 1861",Stabbed,1861-11-28,1861,False,Carson County Sheriff's Office, NV
205,Police Officer John C. Gilmore,"St. Louis Metropolitan Police Department, MO","Tuesday, December 24, 1861",Gunfire,1861-12-24,1861,False,St. Louis Metropolitan Police Department, MO
206,Patrolman John W. Causey,"Memphis Police Department, TN","Tuesday, December 31, 1861",Stabbed,1861-12-31,1861,False,Memphis Police Department, TN
207,Patrolman Ben S. Rust,"Louisville Police Department, KY","Thursday, January 16, 1862",Gunfire,1862-01-16,1862,False,Louisville Police Department, KY
208,Warden Daniel Webster,"Connecticut Department of Correction, CT","Thursday, March 27, 1862",Stabbed,1862-03-27,1862,False,Connecticut Department of Correction, CT
209,Sheriff N. F. Scott,"Mono County Sheriff's Office, CA","Saturday, April 5, 1862",Gunfire,1862-04-05,1862,False,Mono County Sheriff's Office, CA
210,Constable John Welch,"Evansville Police Department, IN","Monday, April 14, 1862",Gunfire,1862-04-14,1862,False,Evansville Police Department, IN
211,Patrolman Henry L. Williams,"New York Metropolitan Police Force, NY","Tuesday, October 14, 1862",Gunfire,1862-10-14,1862,False,New York Metropolitan Police Force, NY
212,Deputy Sheriff Martin Roohan,"Santa Clara County Sheriff's Office, CA","Thursday, October 23, 1862",Stabbed,1862-10-23,1862,False,Santa Clara County Sheriff's Office, CA
213,Sergeant John Sturdy,"St. Louis Metropolitan Police Department, MO","Friday, April 10, 1863",Assault,1863-04-10,1863,False,St. Louis Metropolitan Police Department, MO
214,Police Officer Dennis McMahon,"Virginia City Police Department, NV","Sunday, April 12, 1863",Gunfire,1863-04-12,1863,False,Virginia City Police Department, NV
215,Police Officer Thomas Reed,"Virginia City Police Department, NV","Sunday, April 12, 1863",Gunfire,1863-04-12,1863,False,Virginia City Police Department, NV
216,Warden Richard Tinker,"Maine Department of Corrections, ME","Thursday, May 14, 1863",Stabbed,1863-05-14,1863,False,Maine Department of Corrections, ME
217,Deputy Sheriff D. H. Dillingham,"Bannock County Sheriff's Department, ID","Monday, June 29, 1863",Gunfire,1863-06-29,1863,False,Bannock County Sheriff's Department, ID
218,Patrolman Edward Dippel,"New York Metropolitan Police Force, NY","Sunday, July 19, 1863",Gunfire,1863-07-19,1863,False,New York Metropolitan Police Force, NY
219,Patrolman Peter McIntyre,"New York Metropolitan Police Force, NY","Sunday, August 9, 1863",Assault,1863-08-09,1863,False,New York Metropolitan Police Force, NY
220,Officer John F. Baylis,"Wilmington Police Department, DE","Wednesday, September 9, 1863",Gunfire,1863-09-09,1863,False,Wilmington Police Department, DE
221,Sheriff William H. Tainter,"Mendocino County Sheriff's Office, CA","Friday, October 23, 1863",Drowned,1863-10-23,1863,False,Mendocino County Sheriff's Office, CA
222,Patrolman John T. Van Buren,"New York Metropolitan Police Force, NY","Saturday, November 7, 1863",Assault,1863-11-07,1863,False,New York Metropolitan Police Force, NY
223,Inspector William Bird Goodell,"United States Department of the Treasury - Customs Service, US","Wednesday, December 16, 1863",Drowned,1863-12-16,1863,False,United States Department of the Treasury - Customs Service, US
224,Deputy Collector James M. Anderson,"United States Department of the Treasury - Customs Service, US","Wednesday, December 16, 1863",Drowned,1863-12-16,1863,False,United States Department of the Treasury - Customs Service, US
225,Patrolman John Starkey,"New York Metropolitan Police Force, NY","Wednesday, January 20, 1864",Assault,1864-01-20,1864,False,New York Metropolitan Police Force, NY
226,Patrolman Austin H. Easterbrook,"New York Metropolitan Police Force, NY","Saturday, February 6, 1864",Animal related,1864-02-06,1864,False,New York Metropolitan Police Force, NY
227,Special Agent Garrett W. Freer,"United States Army Criminal Investigation Division, US","Monday, May 2, 1864",Gunfire,1864-05-02,1864,False,United States Army Criminal Investigation Division, US
228,Deputy Warden Joseph T. Clark,"Illinois Department of Corrections, IL","Sunday, May 8, 1864",Assault,1864-05-08,1864,False,Illinois Department of Corrections, IL
229,Patrolman George W. Duryea,"New York Metropolitan Police Force, NY","Monday, May 16, 1864",Gunfire,1864-05-16,1864,False,New York Metropolitan Police Force, NY
230,Deputy Sheriff Andrew Kriss,"San Diego County Sheriff's Department, CA","Wednesday, May 25, 1864",Gunfire,1864-05-25,1864,False,San Diego County Sheriff's Department, CA
231,Deputy Joseph Staples,"El Dorado County Sheriff's Department, CA","Friday, July 1, 1864",Gunfire,1864-07-01,1864,False,El Dorado County Sheriff's Department, CA
232,Patrolman John J. O'Brien,"New York Metropolitan Police Force, NY","Thursday, August 25, 1864",Gunfire,1864-08-25,1864,False,New York Metropolitan Police Force, NY
233,Deputy Marshal Charles Ring,"Saginaw Police Department, MI","Wednesday, September 14, 1864",Gunfire,1864-09-14,1864,False,Saginaw Police Department, MI
234,Sheriff Harvey Staten Cox,"Young County Sheriff's Office, TX","Thursday, September 15, 1864",Assault,1864-09-15,1864,False,Young County Sheriff's Office, TX
235,Sheriff Robert Carmen,"Chariton County Sheriff's Department, MO","Tuesday, September 20, 1864",Gunfire,1864-09-20,1864,False,Chariton County Sheriff's Department, MO
236,Special Agent Josiah M. Woodruff,"United States Army Criminal Investigation Division, US","Saturday, October 1, 1864",Gunfire,1864-10-01,1864,False,United States Army Criminal Investigation Division, US
237,Deputy Provost Marshal John L. Bashore,"United States Army Criminal Investigation Division, US","Saturday, October 1, 1864",Gunfire,1864-10-01,1864,False,United States Army Criminal Investigation Division, US
238,Patrolman Charles Curren,"New York Metropolitan Police Force, NY","Thursday, October 6, 1864",Gunfire,1864-10-06,1864,False,New York Metropolitan Police Force, NY
239,Special Agent Cyrus Butler,"United States Army Criminal Investigation Division, US","Monday, October 31, 1864",Gunfire,1864-10-31,1864,False,United States Army Criminal Investigation Division, US
240,Patrolman Joseph Nulett,"New York Metropolitan Police Force, NY","Monday, November 7, 1864",Gunfire,1864-11-07,1864,False,New York Metropolitan Police Force, NY
241,Sheriff Matthew Nolan,"Nueces County Sheriff's Office, TX","Thursday, December 22, 1864",Gunfire,1864-12-22,1864,False,Nueces County Sheriff's Office, TX
242,Sheriff William W. Armstrong,"Jefferson County Sheriff's Department, WA","Thursday, December 29, 1864",Duty related illness,1864-12-29,1864,False,Jefferson County Sheriff's Department, WA
243,Policeman George Dill,"Buffalo Police Department, NY","Tuesday, January 10, 1865",Gunfire,1865-01-10,1865,False,Buffalo Police Department, NY
244,Guard Daniel Heavey,"Ohio Department of Rehabilitation and Correction, OH","Thursday, January 19, 1865",Stabbed,1865-01-19,1865,False,Ohio Department of Rehabilitation and Correction, OH
245,Sergeant W.C. Stockham,"Memphis Police Department, TN","Wednesday, February 22, 1865",Gunfire,1865-02-22,1865,False,Memphis Police Department, TN
246,"Sheriff John Quincy Daugherty, Sr.","Uvalde County Sheriff's Office, TX","Saturday, March 18, 1865",Gunfire,1865-03-18,1865,False,Uvalde County Sheriff's Office, TX
247,Deputy Sheriff O. John Hart,"Umatilla County Sheriff's Department, OR","Monday, May 1, 1865",Gunfire,1865-05-01,1865,False,Umatilla County Sheriff's Department, OR
248,Sheriff Cornelius Sage,"Yuma County Sheriff's Department, AZ","Wednesday, May 3, 1865",Gunfire,1865-05-03,1865,False,Yuma County Sheriff's Department, AZ
249,Sheriff Joseph E. Branscomb,"DeKalb County Sheriff's Office, MO","Monday, July 31, 1865",Gunfire,1865-07-31,1865,False,DeKalb County Sheriff's Office, MO
250,"Officer Thomas DeVane, V","Wilmington Police Department, NC","Saturday, August 5, 1865",Gunfire,1865-08-05,1865,False,Wilmington Police Department, NC
251,Patrolman Thomas Walker,"New York Metropolitan Police Force, NY","Tuesday, August 15, 1865",Gunfire,1865-08-15,1865,False,New York Metropolitan Police Force, NY
252,Constable Andrew J. Frank,"Suspension Bridge Village Police Department, NY","Saturday, September 16, 1865",Gunfire,1865-09-16,1865,False,Suspension Bridge Village Police Department, NY
253,Sheriff John H. Payntor,"Cedar County Sheriff's Office, MO","Thursday, October 5, 1865",Gunfire,1865-10-05,1865,False,Cedar County Sheriff's Office, MO
254,Lieutenant William L. Harville,"Cedar County Sheriff's Office, MO","Thursday, October 5, 1865",Gunfire,1865-10-05,1865,False,Cedar County Sheriff's Office, MO
255,Sheriff Benjamen McLean,"Shelby County Sheriff's Office, OH","Friday, February 9, 1866",Assault,1866-02-09,1866,False,Shelby County Sheriff's Office, OH
256,Deputy Sheriff William H. Hendricks,"Santa Clara County Sheriff's Office, CA","Thursday, February 15, 1866",Gunfire,1866-02-15,1866,False,Santa Clara County Sheriff's Office, CA
257,Sheriff George Rogers,"Lincoln County Sheriff's Office, NV","Thursday, March 1, 1866",Gunfire,1866-03-01,1866,False,Lincoln County Sheriff's Office, NV
258,Patrolman William Mower,"Memphis Police Department, TN","Thursday, March 1, 1866",Gunfire,1866-03-01,1866,False,Memphis Police Department, TN
259,Patrolman John Stevens,"Memphis Police Department, TN","Tuesday, May 1, 1866",Gunfire,1866-05-01,1866,False,Memphis Police Department, TN
260,Policeman John Curry,"Leavenworth Police Department, KS","Tuesday, May 8, 1866",Stabbed,1866-05-08,1866,False,Leavenworth Police Department, KS
261,Sheriff William Read McMullen,"Angelina County Sheriff's Office, TX","Saturday, May 19, 1866",Gunfire,1866-05-19,1866,False,Angelina County Sheriff's Office, TX
262,Town Marshal Jesse Dickson,"Quincy Police Department, FL","Monday, May 21, 1866",Gunfire,1866-05-21,1866,False,Quincy Police Department, FL
263,Jailer Henry Bugler,"Jackson County Sheriff's Office, MO","Wednesday, June 13, 1866",Gunfire,1866-06-13,1866,False,Jackson County Sheriff's Office, MO
264,Jailer Uriah S. Gregory,"Storey County Sheriff's Office, NV","Thursday, June 21, 1866",Assault,1866-06-21,1866,False,Storey County Sheriff's Office, NV
265,Private Alvin A. Clark,"Texas Rangers, TX","Friday, June 29, 1866",Gunfire,1866-06-29,1866,False,Texas Rangers, TX
266,Patrolman John Fuchs,"Morrisania Police Department, NY","Wednesday, July 4, 1866",Gunfire,1866-07-04,1866,False,Morrisania Police Department, NY
267,Deputy Sheriff John Ormsby,"Fremont County Sheriff's Department, IA","Tuesday, July 10, 1866",Gunfire,1866-07-10,1866,False,Fremont County Sheriff's Department, IA
268,Officer Thomas A. Welch,"Omaha Police Department, NE","Friday, August 17, 1866",Gunfire,1866-08-17,1866,False,Omaha Police Department, NE
269,Patrolman John Hipwell,"Brooklyn Police Department, NY","Tuesday, October 9, 1866",Gunfire,1866-10-09,1866,False,Brooklyn Police Department, NY
270,Officer Charles E. Gall,"Hagerstown Police Department, MD","Wednesday, October 10, 1866",Assault,1866-10-10,1866,False,Hagerstown Police Department, MD
271,Deputy U.S. Marshal George W. Leihy,"United States Department of Justice - United States Marshals Service, US","Sunday, November 18, 1866",Assault,1866-11-18,1866,False,United States Department of Justice - United States Marshals Service, US
272,City Marshal Felix A. Boller,"Ogden Police Department, KS","Wednesday, December 12, 1866",Gunfire,1866-12-12,1866,False,Ogden Police Department, KS
273,Policeman Silas Benjamin Newcomb,"Victoria Police Department, TX","Tuesday, December 18, 1866",Gunfire,1866-12-18,1866,False,Victoria Police Department, TX
274,Deputy Sheriff Horace P. Stewart,"Spokane County Sheriff's Department, WA","Monday, February 18, 1867",Gunfire,1867-02-18,1867,False,Spokane County Sheriff's Department, WA
275,Deputy Sheriff Mat Green,"Lamar County Sheriff's Department, TX","Friday, March 1, 1867",Gunfire,1867-03-01,1867,False,Lamar County Sheriff's Department, TX
276,Sheriff Joseph Bailey,"Vernon County Sheriff's Department, MO","Tuesday, March 26, 1867",Gunfire,1867-03-26,1867,False,Vernon County Sheriff's Department, MO
277,Patrolman John M. Claridge,"Memphis Police Department, TN","Tuesday, April 23, 1867",Gunfire,1867-04-23,1867,False,Memphis Police Department, TN
278,Deputy Sheriff George Frank S. Griffin,"Ray County Sheriff's Department, MO","Thursday, May 23, 1867",Gunfire,1867-05-23,1867,False,Ray County Sheriff's Department, MO
279,Jailer Barry G. Griffin,"Ray County Sheriff's Department, MO","Thursday, May 23, 1867",Gunfire,1867-05-23,1867,False,Ray County Sheriff's Department, MO
